Year,Sem,Division,Instructor,LoginID,Dept,Num,CourseName,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2017,Fall,Heinz College,"MAYES, JOSEPH",jmayes,ISM,95758,NETWK & INTERNET SEC,12.56,4.56,4.44,4.44,4,4.78,4.44,4.78,4.33,4.33
2017,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95702,DIST SYSTEM ISM,14.01,4.15,4.13,4.04,3.94,4.15,4,4.44,3.93,4.04
2017,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95702,DIST SYSTEM ISM,12.43,4.06,4.02,4.04,4,4.09,4.01,4.42,3.98,3.91
2017,Summer,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET TCHNOLOGIES,13.96,4.16,4.24,4.25,3.96,4.16,4.12,4.72,3.96,4.08
2017,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET TCHNOLOGIES,10.88,4.38,4.38,4.31,4.13,4.56,4.5,4.81,4.25,4.31
2017,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95733,INTERNET OF THINGS,9.88,4.13,4.25,4.13,4.13,4.38,4.13,4.63,4.25,3.75
2017,Fall,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95771,DATA STRUC & ALGRTHM,12.28,4.04,4.04,4,3.84,3.84,3.92,4.28,3.92,3.96
2017,Spring,Heinz College,"MCCARTHY, MICHAEL",mm6,ISM,95771,DATA STRUC & ALGRTHM,11.73,4.33,4.5,4.5,4.29,4.46,4.29,4.75,4.13,4.21
2017,Fall,Heinz College,"MCCONCHIE, JAN",jmcconch,HC,94813,PROJECT MANAGEMENT,7,3.63,3.33,3.33,2.83,3.39,3.13,4.29,3,3.21
2017,Fall,Heinz College,"MCMAHON, J",kmcmahon,CRM,93813,ARTS FACILITIES MNGT,2.6,4,4.1,4.1,3.3,4.6,4.2,4.7,3.9,3.9
2017,Fall,Heinz College,"MCMAHON, JAMES",jmcmaho1,CRM,93828,ADV TPCS FUNDRAISING,5,4.8,4.6,4.2,4.4,4.6,4.4,4.8,4.6,4.8
2017,Spring,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90789,SUSTAINABLE COMM DEV,9.22,4.67,4.11,4.56,4.56,4.67,4.39,4.78,4.39,4.22
2017,Fall,Heinz College,"MEHALIK, MATTHEW",mmehalik,PPP,90798,ENVRNMNTL POL & PLNG,9.33,4.78,4.44,4.44,4.44,4.78,4.56,4.78,4.67,4.56
2017,Fall,Heinz College,"MERTZ, JOSEPH",joemertz,HC,94812,TECHNOLOGY INTN DVLP,8.92,4.31,3.62,3.77,3.92,4.46,4.08,4.92,4,4.23
2017,Spring,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95702,DIST SYSTEM ISM,13.92,4.23,4.14,4.04,3.84,4.11,3.99,4.51,4,4.05
2017,Fall,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95702,DIST SYSTEM ISM,12.89,4.18,4.16,4.17,3.99,4.09,4.09,4.49,4.06,3.95
2017,Spring,Heinz College,"MERTZ, JOSEPH",joemertz,ISM,95822,IT CONSULTING,10.63,4.5,4.13,4.25,4.38,4.38,3.88,4.63,4.13,4
2017,Fall,Heinz College,"MILLER, HAROLD",hm0g,PPP,90730,METHODS POLICY ANLYS,11.09,4.91,4.57,4.61,4.87,4.91,4.78,4.74,4.83,4.87
2017,Spring,Heinz College,"MIRANDA, EDUARDO",mirandae,HC,94866,DESIGN THINKING,6,3.75,2.33,2.5,3.17,3.67,3.92,4.36,2.83,2.67
2017,Fall,Heinz College,"MOORE, KARYN",km3o,HC,94774,BUSINESS PROCESS MDL,10.46,5,4.96,4.85,4.76,4.77,4.96,5,4.92,4.88
2017,Spring,Heinz College,"MOORE, KARYN",km3o,HC,94774,BUSINESS PROCESS MDL,11.03,4.57,4.46,4.49,4.35,4.54,4.46,4.62,4.54,4.32
2017,Spring,Heinz College,"MOORE, KARYN",km3o,PMP,91729,BUS ANALYTICS MGRS,11.39,4.23,4.14,4.27,3.97,4.2,4.13,4.43,4.17,3.8
2017,Spring,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,8.6,4.7,4.7,4.7,4.2,4.3,4.8,4.9,4.8,4.8
2017,Fall,Heinz College,"MOORE, KARYN",km3o,PPP,90728,INTRO DATABSE MGMNT,10.76,4.75,4.77,4.76,4.46,4.58,4.76,4.81,4.72,4.67
2017,Spring,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,8.13,4.6,4.68,4.62,4.32,4.64,4.57,4.72,4.51,4.35
2017,Fall,Heinz College,"MOUL, DENNIS",dmoul,ISM,95799,LINUX & OPEN SOURCE,7.88,4.6,4.68,4.76,4.52,4.6,4.64,4.84,4.64,4.56
2017,Fall,Heinz College,"MOYA, LINDA",lhmoya,HC,94800,NEGOTIATION,6.52,4.25,4.03,4.18,3.63,4.16,4.16,4.56,4.03,3.98
2017,Spring,Heinz College,"MURRAY, THOMAS",tmurray,ISM,95821,PRODCT MNGMNT IN IT,6.38,4.54,4.25,4.42,4.13,4.33,4.21,4.75,4.08,3.79
2017,Summer,Heinz College,"MYERS, BRAD",bm1x,ISM,95763,INTRO HCI FOR TCH EX,13,4.2,3.8,4,3.8,3.8,3.8,3.8,3.8,3.8
2017,Fall,Heinz College,"NAGIN, DANIEL",dn03,ISM,95796,STATS FOR IT MANAGER,12.42,4.39,4.38,4.38,3.9,4.58,4.26,4.78,4.22,4.23
2017,Fall,Heinz College,"NAGIN, DANIEL",dn03,PPP,90777,INT STAT METHODS,9.05,4.33,4,4.1,3.71,4.19,3.81,4.62,3.9,3.76
2017,Spring,Heinz College,"NAGIN, DANIEL",dn03,PPP,90923,GROUP-BASED TRJ MOD,9,5,5,5,5,5,5,5,5,5
2017,Spring,Heinz College,"NAVARRO, MARY",mnavarro,CRM,93826,EXT REL: FUND & PHI,6.71,4.67,4.43,4.48,4.52,4.76,4.71,4.81,4.57,4.48
2017,Fall,Heinz College,"NEHLSEN, JON",jcn,PROJECT,94739,CAPSTONE PROJECT,11,5,4.33,4.67,3.67,5,4.33,5,4.33,4.33
2017,Spring,Heinz College,"NEWBURY, DAVID",dnewbury,HC,94870,TELL STORIES W DATA,6.32,4.7,4.56,4.59,4.3,4.67,4.63,4.67,4.56,4.46
2017,Fall,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,HC,94700,ORGNZTNL DSGN & IMPL,7.47,4.33,4.27,4.24,4.11,4.13,4.2,4.8,4.13,3.98
2017,Spring,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,ISM,95900,INTERNSHIP,24.29,4.43,4.57,4.57,4.57,4.57,4.57,4.57,4.43,4.43
2017,Fall,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PMP,91820,STRATEGIC PLANNING,9.42,4.49,4.4,4.36,4.36,4.47,4.4,4.76,4.47,4.33
2017,Summer,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90706,POLICY ANALYSIS II,8.75,4.5,4.5,4.5,4.67,5,4,5,4.5,4.5
2017,Spring,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90900,INTERNSHIP,24,5,5,5,5,5,5,5,5,5
2017,Fall,Heinz College,"OLOUGHLIN, TIMOTHY",timoloug,PPP,90934,INDEPENDENT STUDY,5,5,5,5,5,5,5,5,5,5
2017,Fall,Heinz College,"OMEARA, KYLE",komeara,ISM,95855,NTWRK SITNL AWRNESS,10.33,3.89,3.67,3.78,3.11,4.11,4,3.44,3.56,3.56
2017,Spring,Heinz College,"OMEARA, KYLE",komeara,ISM,95889,APP THREAT ANA,8.38,4.38,4,4.25,3.75,4.38,4.29,4.38,4.25,4.25
2017,Spring,Heinz College,"PACELLA, ROCCO",rpacella,PMP,91601,QUANT METHODS II,4.77,4.07,4.36,4.5,3.79,4.21,4.15,4.64,3.85,3.79
2017,Spring,Heinz College,"PADMAN, REMA",rpadman,HC,94706,HEALTHCARE INF SYSTM,11,4.24,3.53,3.88,3.35,4.24,4.12,4.59,3.88,3.59
2017,Spring,Heinz College,"PADMAN, REMA",rpadman,ISM,95922,INDEPENDENT STUDY,9.8,5,5,5,5,5,4.83,5,5,4.83
2017,Fall,Heinz College,"PADMAN, REMA",rpadman,ISM,95922,INDEPENDENT STUDY,8,4.75,4.5,4.5,4.75,4.75,4.5,4.75,4.75,4.75
2017,Spring,Heinz College,"PADMAN, REMA",rpadman,PPP,90966,INDEPENDENT STUDY,9.5,3.5,3.5,4,3.5,4,4,4,3.5,3
2017,Spring,Heinz College,"PANKRATZ, DAVID",pankratz,CRM,93846,CULTURAL PLCY ADVCY,5.25,3.08,1.92,2.25,2.58,3.42,2.5,3.5,2.5,2.58
2017,Spring,Heinz College,"PASTOR, LYNNE",lp23,CRM,93725,FIN STATEMENT LIT,6.5,3.86,3.73,3.73,3.5,3.86,3.5,3.91,3.45,3.45
2017,Spring,Heinz College,"PASTOR, LYNNE",lp23,CRM,93726,FDMTLS OF FINANCE,6.09,4.22,4.17,4.04,3.87,4.27,3.96,4.3,3.96,3.74
2017,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95715,FINANCIAL ACCOUNTING,7.88,4.44,4.5,4.56,3.94,4.53,4.56,4.56,4.22,4.06
2017,Summer,Heinz College,"PASTOR, LYNNE",lp23,ISM,95715,FINANCIAL ACCOUNTING,8.94,4.37,4.63,4.59,4.28,4.58,4.54,4.72,4.51,4.35
2017,Fall,Heinz College,"PASTOR, LYNNE",lp23,ISM,95715,FINANCIAL ACCOUNTING,8.03,4.49,4.62,4.57,4.32,4.54,4.49,4.65,4.41,4.3
2017,Fall,Heinz College,"PASTOR, LYNNE",lp23,ISM,95716,PRINCIPLS OF FINANCE,6.96,4.24,4.31,4.29,4.24,4.37,4.31,4.43,4.29,4.22
2017,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95719,ACTG & FIN FDNS,7.35,4.41,4.53,4.53,3.82,4.29,4.41,4.41,4.24,4.12
2017,Fall,Heinz College,"PASTOR, LYNNE",lp23,ISM,95719,ACTG & FIN FDNS,6.36,4.6,4.63,4.59,4.33,4.54,4.63,4.7,4.47,4.33
2017,Spring,Heinz College,"PASTOR, LYNNE",lp23,PPP,90830,INTRO FIN MGT HLTHCR,6.5,4.06,4,3.75,3.06,4,3.88,3.63,3.44,3.25
2017,Fall,Heinz College,"PAYTAS, JEROME",jp87,PPP,90743,URBAN REGNL ECON DEV,7.85,4.31,4.15,4,4.31,4.31,4,4.77,4.08,4.15
2017,Fall,Heinz College,"PEYSER, BRENDA",peyser,HC,94801,ACTING FOR MANGEMNT,6.06,4.76,4.74,4.71,4.68,4.62,4.76,4.94,4.74,4.74
2017,Spring,Heinz College,"PEYSER, BRENDA",peyser,HC,94801,ACTING FOR MANGEMNT,6.65,4.77,4.73,4.7,4.84,4.61,4.57,4.89,4.77,4.77
2017,Fall,Heinz College,"QIAN, SEAN",zhenq,HC,94802,GEOGRPHC INFO SYSTEM,8.67,4.22,4.22,4.22,4.11,4,3.78,4.89,3.89,4
2017,Fall,Heinz College,"QIAN, SEAN",zhenq,HC,94845,GROWTH INTELLG TRANS,7.75,4.38,4.75,4.63,3.63,4.75,4.13,4.88,4.25,4.25
2017,Fall,Heinz College,"REICHLE, SUSAN",sreichle,PPP,90896,PL TP: INTRNL DVL PL,4.25,5,3.75,4.75,4.75,5,5,5,5,4.75
2017,Spring,Heinz College,"RIEL, JAMES",jriel,ISM,95722,DIGITAL TRANSFORMATN,13.37,3.84,3.84,3.58,3.37,3.79,3.47,4.21,3.63,3.53
2017,Spring,Heinz College,"RITTNER, TOBIAS",trittner,PPP,90843,UN DEV TOOL SUS DEV,14.44,4.63,4.63,4.63,4,4.53,4.63,4.79,4.47,4.37
2017,Spring,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95760,DCSN MKG UNCERTAINTY,8.95,4.64,4.48,4.45,4.27,4.41,4.45,4.68,4.45,4.36
2017,Fall,Heinz College,"ROSENBERG, STACY",stacyr,CRM,93717,WRTG CREAT INDUS,5.54,4.18,4.07,4.25,4.18,4.25,3.89,4.57,4,3.5
2017,Spring,Heinz College,"ROSENBERG, STACY",stacyr,HC,94702,PROFESSIONAL WRITING,6.37,4.46,4.43,4.46,4.25,4.39,4.33,4.44,4.33,3.95
2017,Fall,Heinz College,"ROSENBERG, STACY",stacyr,ISM,95717,WRTG INF SYS MGT,9.27,4.79,4.74,4.79,4.79,4.82,4.71,4.89,4.71,4.49
2017,Fall,Heinz College,"ROSENBERG, STACY",stacyr,PPP,90717,WRTNG PUBLIC POLICY,7.36,4.79,4.64,4.76,4.76,4.79,4.58,4.94,4.69,4.52
2017,Spring,Heinz College,"ROSENBERG, STACY",stacyr,PPP,90718,STRTGC PRSNTN SKILLS,6.9,4.72,4.62,4.59,4.69,4.69,4.69,4.71,4.68,4.41
2017,Fall,Heinz College,"ROSS, DAVID",dlross,ISM,95833,GLBL IT MNGT SRCG &,9.83,4.5,4.5,4.58,4.08,4.75,4.64,4.91,4.55,4.64
2017,Fall,Heinz College,"ROUSSEAU, DENISE",rousseau,HC,94814,EVIDENCE-BASED MANGM,6.14,4.79,4.14,4.28,4.03,4.62,4.34,4.9,4.45,3.93
2017,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,HC,94854,DEV AS A LEADER,5.63,4.81,4.67,4.67,4.67,4.86,4.81,4.9,4.81,4.81
2017,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,PMP,91809,ORGANIZATNL CHANGE,7.47,4.8,4.56,4.75,4.75,4.75,4.75,4.88,4.81,4.75
2017,Fall,Heinz College,"RUBIN, JOEL",joelr,PPP,90878,PLCY ANLYS CAPSTONE,4.2,4.73,4.27,4.4,3.87,4.8,4.6,4.73,4.6,4.6
2017,Summer,Heinz College,"SABO, STACEY",sabo,ISM,95807,OBJCT-ORNTD PROG MGR,12.78,4.11,4.22,4.11,4,4.11,4,4.22,4.11,3.89
2017,Spring,Heinz College,"SABO, STACEY",sabo,ISM,95807,OBJCT-ORNTD PROG JAV,15,4.25,4.25,4.25,4,4.5,4.33,4.5,4.5,4.25
2017,Spring,Heinz College,"SAFFERSTEIN, HAROLD",hsaffers,PPP,90833,POPULATION HEALTH,5.55,4.25,3.92,4,3.67,4.08,4.08,4.83,3.92,3.58
2017,Spring,Heinz College,"SCHMID, STEPHEN",sschmid,HC,94700,ORGNZTNL DSGN & IMPL,6.86,4.7,4.7,4.7,4.5,4.7,4.8,4.9,4.7,4.6
2017,Spring,Heinz College,"SCHWARTZ, MOSHE",mschwart,PPP,90886,PUB POL DEC MKG,7.18,4.33,3.33,3.58,3.5,4.33,4.75,4.58,4.25,4.42
2017,Fall,Heinz College,"SERMONS, M",msermons,PPP,90872,USING R POL DATA ANA,5.9,4.5,4.5,4.3,4.36,4.55,4.36,4.73,4.27,4.4
2017,Spring,Heinz College,"SETODJI, CLAUDE",csetodji,HC,94830,ANALYSIS SURVEY DATA,8.3,3.95,3.5,3.4,3.55,3.75,3.45,4.35,3.35,3.3
2017,Fall,Heinz College,"SEVERNINI, EDSON",edsons,HC,94834,APPL ECONOMETRICS I,9.85,4.46,4.62,4.58,3.96,4.62,4.58,4.85,4.42,4.35
2017,Spring,Heinz College,"SEVERNINI, EDSON",edsons,HC,94834,APPL ECONOMETRICS I,8.78,4.57,4.48,4.5,4,4.59,4.39,4.68,4.5,4.21
2017,Spring,Heinz College,"SEVERNINI, EDSON",edsons,HC,94835,APPL ECONOMETRICS II,9.98,4.63,4.46,4.46,3.89,4.59,4.41,4.8,4.4,4.26
2017,Fall,Heinz College,"SEVERNINI, EDSON",edsons,HC,94835,APPL ECONOMETRICS II,9.96,4.13,4,3.74,3.26,4.09,3.39,4.7,3.78,3.65
2017,Spring,Heinz College,"SEVERNINI, EDSON",edsons,PPP,90906,INTRO ECONMTRC THEO,11,4.57,4.71,5,4.29,5,4.71,5,4.57,4.43
2017,Fall,Heinz College,"SEVERNINI, EDSON",edsons,PPP,90906,PHD ECONOMETRICS I,10.77,3.77,4,4.08,2.69,4.54,3.69,4.42,3.46,3.46
2017,Fall,Heinz College,"SHANTZ, JOHN",jsd2,ISM,95797,DATA WAREHOUSING,8.7,4.4,4.5,4.6,4.6,4.7,4.5,4.6,4.2,4.2
2017,Fall,Heinz College,"SHICK, DEANA",dshick,ISM,95855,NTWRK SITNL AWRNESS,10.33,3.67,3.78,3.67,3,4.33,4.11,3.22,3.44,3.56
2017,Spring,Heinz College,"SHICK, DEANA",dshick,ISM,95889,APP THREAT ANA,8.38,4.38,3.88,4.25,3.88,4.38,4.25,4.25,4.25,4.25
2017,Fall,Heinz College,"SIGNOLET, JASON",jsignole,HC,94842,PROGRMG R ANALYTICS,13.62,4.77,4.62,4.54,4.23,4.69,4.67,4.85,4.62,4.46
2017,Spring,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,6.84,4.55,4.25,4.68,4.14,4.86,4.55,4.47,4.5,4.45
2017,Summer,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,7.88,4.54,4.42,4.58,3.83,4.71,4.58,4.38,4.46,4.42
2017,Spring,Heinz College,"SLAUGHTER, MARY",mslaught,HC,94827,SAS FOR PUBLIC POLCY,8.6,3.74,4.05,4.05,3.67,3.77,3.97,4.38,3.59,3.82
2017,Fall,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95775,IT BUSINESS LDRSHP,6.79,4.88,4.73,4.7,4.79,4.85,4.82,4.88,4.91,4.7
2017,Spring,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95812,INTR ITIL FRAMEWORK,6.6,4.82,4.88,4.82,4.76,4.82,4.88,4.94,4.88,4.82
2017,Fall,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,10.8,3.73,3.93,3.87,3.67,4.13,3.87,4.6,3.8,3.8
2017,Fall,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,10.8,3.73,3.93,3.87,3.67,4.13,3.87,4.6,3.8,3.8
2017,Spring,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,12.8,4.08,4.2,4.25,4.13,4.08,4.21,4.63,4.26,4.13
2017,Fall,Heinz College,"SMITH, JEREMY",smithj,ISM,95813,INTERMED DATABSE MGT,12.33,4.33,4.4,4.47,4,4.13,4.53,4.67,4.2,4.13
2017,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PMP,91801,STAT METHODS MGRS,10.15,3.85,4.4,4.2,3.25,4.1,4.25,4,4.15,3.95
2017,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90707,STAT REASONING,8.72,3.59,4.21,4,3.17,3.83,3.62,4.07,3.59,3.45
2017,Spring,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90724,FINANCIAL ANALYSIS,9.21,3.84,4,4.04,3.5,3.88,3.85,4.34,3.71,3.54
2017,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90737,BUDGET MGT CTRL SYS,10.63,4.13,4.25,4.31,3.81,4.44,4.4,4.44,4.19,3.88
2017,Summer,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90744,FIN ANALY NON PROFIT,5,3.67,3.67,3.67,4,4.67,4.67,4.33,4.33,4
2017,Fall,Heinz College,"SMITH, MICHAEL",mds,ISM,95722,DIGITAL TRANSFORMATN,8.07,4.91,4.76,4.77,4.46,4.84,4.79,4.91,4.86,4.71
2017,Spring,Heinz College,"SMITH, MICHAEL",mds,ISM,95732,MKTG DIGITAL MEDIA,6.42,4.9,4.8,4.77,4.62,4.88,4.82,4.92,4.92,4.82
2017,Spring,Heinz College,"SOLOMON, JANERA",janera,CRM,93812,PRES PERF ART & FEST,5,3.73,3,3.1,3.09,3.82,3.45,4.27,3.36,3.27
2017,Fall,Heinz College,"SOORIAMURTHI, RAJA",sraja,ISM,95885,DATA SCI & BIG DATA,7.71,4.86,4.81,4.9,4.75,4.85,4.95,5,4.9,4.85
2017,Spring,Heinz College,"SOORIAMURTHI, RAJA",sraja,ISM,95885,DATA SCI & BIG DATA,10.06,4.79,4.81,4.73,4.64,4.73,4.73,4.85,4.79,4.73
2017,Fall,Heinz College,"SPERA, CHRISTOPHER",cspera,PPP,90823,PROGRAM EVALUATION,6.07,4.21,4.07,4.36,3.93,4.57,4.57,4.64,4.36,4.07
2017,Spring,Heinz College,"STEENSON, MOLLY",msteenso,HC,94871,DESGN TKG CAT CRE IN,11.82,4.79,4.5,4.43,4.71,4.79,4.64,4.79,4.71,4.64
2017,Spring,Heinz College,"STEVENS, JAMES",jfs,ISM,95755,INF SEC RISK MGT I,7.9,4.22,3.96,4.04,3.83,4.13,3.91,4.48,3.83,3.65
2017,Spring,Heinz College,"STINE, DEBORAH",dstine,PPP,90813,ENVIR POLITIC POLI,6.5,4,3.25,3.25,4,3.75,3.5,4.25,3.25,3.25
2017,Spring,Heinz College,"STOESZ, DAVID",dstoesz,HC,94868,THE INVESTMENT STATE,6.5,4.75,3.25,4.25,5,4.75,4.75,5,4.75,4.75
2017,Fall,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90736,PUBLIC FINANCE,9.71,4.57,4,4.14,3,5,3.86,4.71,3.86,3.86
2017,Spring,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90747,COST BENEFIT ANLYSIS,12.71,3.93,3.43,3.43,3.43,4.29,3.14,3.93,3.29,3.29
2017,Spring,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90817,EDUC FIN AND PLCY,8,5,5,5,5,5,5,5,5,5
2017,Spring,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,9.11,4.61,4.85,4.85,4.51,4.76,4.73,4.72,4.65,4.65
2017,Fall,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,8.39,4.33,4.64,4.57,4.29,4.51,4.39,4.47,4.33,4.28
2017,Spring,Heinz College,"SYNNOTT, LAURA",synnott,PPP,90721,HEALTHCARE MNGEMNT,7.29,4.71,4.41,4.53,4.18,4.59,4.47,4.53,4.59,4.24
2017,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,13.19,4.49,4.61,4.56,4.4,4.52,4.63,4.37,4.58,4.55
2017,Fall,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,12.34,4.59,4.75,4.67,4.4,4.57,4.63,4.58,4.59,4.67
2017,Summer,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,13.06,4.5,4.67,4.72,4.39,4.62,4.77,4.57,4.74,4.64
2017,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95796,STATS FOR IT MANAGER,10.81,4.59,4.78,4.67,4.59,4.56,4.73,4.67,4.64,4.63
2017,Fall,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95927,INDEPENDENT STUDY,17.5,5,5,5,5,5,5,5,5,4.5
2017,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,PPP,90711,STATISTICAL METHODS,9.67,4.89,4.89,5,4.78,5,4.78,5,5,5
2017,Spring,Heinz College,"TAMBUCCI, SARAH",sarahtam,CRM,93804,ARTS EDUCATION,8.13,4.67,3.67,4.33,4.11,4.67,4.33,4.56,4.33,4.22
2017,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95760,DCSN MKG UNCERTAINTY,12.64,3.87,4,4,3.71,3.87,4.14,4.47,3.93,3.87
2017,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95796,STATS FOR IT MANAGER,11.78,3.4,3.16,3.12,2.96,3.15,2.87,4.18,2.84,2.99
2017,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95868,EXPG VISUALZG DATA,11.5,3.8,3.8,3.7,3.4,3.6,3.9,4,3.5,3.3
2017,Fall,Heinz College,"TAYLOR, LOWELL",lt20,HC,94834,APPL ECONOMETRICS I,9.86,4.58,4.4,4.48,3.8,4.52,4.38,4.78,4.48,4.3
2017,Fall,Heinz College,"TAYLOR, LOWELL",lt20,PPP,90710,APPL ECON ANALYSIS,7.68,4.8,4.74,4.74,4.21,4.84,4.8,4.85,4.82,4.76
2017,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95757,INFO SEC POL & MGT,7.25,4.5,4.75,4.75,3.75,4.5,4.5,4.75,4.75,4.75
2017,Fall,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,7.57,4,4.14,3.86,3.71,4.86,4,4.43,3.86,3.86
2017,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,8.4,4.06,3.97,3.97,3.84,4,4,4.44,3.88,3.88
2017,Spring,Heinz College,"TELANG, RAHUL",rtelang,PPP,90902,PHD SEMINAR II,6.2,5,5,5,5,5,5,5,5,5
2017,Fall,Heinz College,"THAPAR, RAKESH",rakesh,ISM,95887,CLOUD COMPUTING BUS,12.33,3,3.25,3.75,2.25,3,3.5,3,2.75,2
2017,Spring,Heinz College,"THAPAR, RAKESH",rakesh,ISM,95887,CLOUD COMPUTING BUS,9.29,4.71,3.86,4.14,4,4.57,4.57,5,4.29,4.43
2017,Fall,Heinz College,"TREVORS, MATTHEW",mtrevors,ISM,95743,CYBRSEC POL & GOV II,8.22,4.17,3.44,3.56,3.61,3.94,3.83,4.22,3.56,3.72
2017,Fall,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95736,ADV REL DATABASE MGT,10.57,4.29,4.71,4.57,4.43,4.57,4.57,4.57,4.57,4.57
2017,Spring,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95736,ADV REL DATABASE MGT,9.91,5,5,5,4.83,4.92,5,5,4.92,4.75
2017,Spring,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95752,INTRO INFO SEC MGT,9.58,3.92,4.17,4,3.5,4,4.08,4.5,4,3.92
2017,Fall,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95752,INTRO INFO SEC MGT,8.26,4.83,4.7,4.87,4.57,4.83,4.74,4.91,4.78,4.61
2017,Fall,Heinz College,"VAN NOSTRAND, ELIZABETH",ebjerke,PPP,90861,HEALTH POLICY,6.64,4.64,4.18,4.27,3.64,4.45,4.55,4.82,4.36,4.18
2017,Spring,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95706,OBJ ORIENTED A & D,10.99,3.58,3.35,3.36,3.47,3.36,3.4,4.16,3.2,3
2017,Spring,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95712,OBJ ORIENT PRG JAVA,18.78,4.6,4.2,4.3,4.2,4.4,4.5,4.7,4.5,4.5
2017,Fall,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95712,OBJ ORIENT PRG JAVA,15.08,4.42,4.42,4.52,4.07,4.51,4.43,4.72,4.36,4.39
2017,Spring,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95791,DATA MINING,13.47,4.39,4.16,4.33,4.27,4.36,4.33,4.58,4.06,4.09
2017,Summer,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95869,BIG DATA LG SC CMPTG,13.3,3.75,3.92,4.08,4,4,3.92,4.5,3.67,3.58
